,label,predicted,written
0,1.0,1.1765944957733154,2.0
1,1.0,1.7575448751449585,1.0
2,0.0,-1.1273174285888672,0.0
3,1.0,3.1700069904327393,1.0
4,1.0,2.898820400238037,1.0
5,1.0,2.011763572692871,2.0
6,0.0,-1.929567813873291,0.0
7,0.0,-1.7298693656921387,0.0
8,1.0,1.299372673034668,2.0
9,0.0,-1.0402323007583618,0.0
10,1.0,3.005915880203247,2.0
11,0.0,-1.1391263008117676,0.0
12,1.0,4.323344707489014,1.0
13,1.0,3.911813259124756,2.0
14,1.0,4.395596504211426,1.0
15,1.0,3.6342413425445557,1.0
16,1.0,-0.5748424530029297,2.0
17,1.0,3.5303189754486084,1.0
18,0.0,-2.048868417739868,0.0
19,1.0,4.468011379241943,1.0
20,0.0,-2.068166971206665,0.0
21,0.0,0.6841017007827759,0.0
22,1.0,2.402086019515991,2.0
23,1.0,4.1857147216796875,2.0
24,0.0,-1.5699238777160645,0.0
25,1.0,4.184979438781738,1.0
26,1.0,-0.3825902044773102,2.0
27,0.0,0.9540256261825562,0.0
28,0.0,-2.3946001529693604,0.0
29,0.0,-2.6257107257843018,0.0
30,1.0,-1.035935640335083,2.0
31,1.0,4.315402984619141,1.0
32,1.0,-1.1485625505447388,2.0
33,0.0,0.8148712515830994,0.0
34,0.0,-2.0994961261749268,0.0
35,1.0,-1.0237634181976318,2.0
36,1.0,1.449836254119873,1.0
37,0.0,-1.7546250820159912,0.0
38,1.0,4.24660587310791,1.0
39,1.0,3.9900615215301514,1.0
40,0.0,-0.4703701436519623,0.0
41,0.0,0.17482398450374603,0.0
42,1.0,4.482898235321045,1.0
43,1.0,2.823056697845459,1.0
44,0.0,0.03880560025572777,0.0
45,1.0,1.9308445453643799,2.0
46,1.0,4.222364902496338,1.0
47,1.0,1.5482697486877441,1.0
48,1.0,-1.7942585945129395,1.0
49,1.0,0.3128646910190582,1.0
50,1.0,3.6658248901367188,1.0
51,0.0,-2.583449363708496,0.0
52,0.0,-0.07187451422214508,0.0
53,1.0,-0.18664060533046722,2.0
54,1.0,4.122456073760986,1.0
55,1.0,-0.24465079605579376,2.0
56,1.0,0.1585799902677536,2.0
57,1.0,3.955672264099121,1.0
58,0.0,-1.6287686824798584,0.0
59,0.0,-0.8886701464653015,0.0
60,1.0,4.44650411605835,1.0
61,1.0,3.384836435317993,1.0
62,0.0,-0.6919628977775574,0.0
63,0.0,-0.03163478150963783,0.0
64,1.0,4.4190826416015625,1.0
65,1.0,3.521306037902832,2.0
66,1.0,-0.052496928721666336,2.0
67,0.0,0.7666721343994141,0.0
68,1.0,4.419373512268066,1.0
69,1.0,0.9382790327072144,2.0
70,1.0,0.21458737552165985,2.0
71,1.0,3.285642623901367,1.0
72,1.0,-0.24001489579677582,2.0
73,0.0,-1.3985587358474731,0.0
74,0.0,0.6086978912353516,0.0
75,1.0,3.67356538772583,2.0
76,0.0,-1.0475090742111206,0.0
77,0.0,-0.24960120022296906,0.0
78,1.0,4.175742149353027,1.0
79,1.0,-0.5058256387710571,2.0
80,0.0,0.5507924556732178,0.0
81,0.0,-0.8120898008346558,0.0
82,0.0,-1.6906853914260864,0.0
83,0.0,0.9734967350959778,0.0
84,0.0,-0.7561078667640686,0.0
85,1.0,4.227260589599609,1.0
86,0.0,-3.019948959350586,0.0
87,1.0,4.284317970275879,1.0
88,1.0,1.2260876893997192,2.0
89,1.0,2.953697443008423,2.0
90,1.0,4.152507305145264,1.0
91,1.0,0.8546684980392456,2.0
92,1.0,4.296826362609863,1.0
93,0.0,-1.2711519002914429,0.0
94,0.0,-1.6170574426651,0.0
95,1.0,3.1206583976745605,2.0
96,0.0,-1.7893033027648926,0.0
97,1.0,4.249109268188477,1.0
98,0.0,-0.74113529920578,0.0
99,0.0,-1.333120346069336,0.0
100,1.0,4.137629508972168,1.0
101,1.0,1.9866529703140259,2.0
102,1.0,-1.2489691972732544,2.0
103,1.0,1.0255199670791626,2.0
104,1.0,2.3896737098693848,2.0
105,0.0,-2.68017578125,0.0
106,0.0,-0.37821581959724426,0.0
107,1.0,1.8389159440994263,2.0
108,1.0,3.9634687900543213,1.0
109,1.0,4.082093715667725,1.0
110,1.0,3.93503999710083,1.0
111,0.0,-2.1805596351623535,0.0
112,1.0,1.7277555465698242,2.0
113,1.0,-1.3305432796478271,2.0
114,1.0,1.5209157466888428,2.0
115,1.0,4.364964485168457,1.0
116,1.0,0.04000597074627876,2.0
117,1.0,-0.7873402833938599,2.0
118,0.0,0.28068533539772034,0.0
119,0.0,-2.9305291175842285,0.0
120,1.0,3.507634401321411,1.0
121,1.0,2.463669538497925,1.0
122,1.0,-0.6389569044113159,2.0
123,1.0,4.458706855773926,1.0
124,1.0,2.494532585144043,2.0
125,1.0,-0.5780808329582214,2.0
126,1.0,3.8924546241760254,1.0
127,1.0,3.5201778411865234,1.0
128,0.0,-0.8041669130325317,0.0
129,0.0,0.5739355683326721,0.0
130,1.0,4.156521320343018,1.0
131,1.0,2.210685968399048,2.0
132,1.0,0.5574321746826172,2.0
133,1.0,4.4115142822265625,1.0
134,1.0,0.12386593222618103,2.0
135,0.0,-1.2670493125915527,0.0
136,1.0,0.31698253750801086,2.0
137,1.0,4.3896965980529785,1.0
138,0.0,-2.075671672821045,0.0
139,0.0,-0.6771533489227295,0.0
140,1.0,4.0359625816345215,1.0
141,1.0,-2.818821668624878,2.0
142,0.0,-0.33399054408073425,0.0
143,1.0,-0.031430404633283615,2.0
144,1.0,3.7980809211730957,1.0
145,1.0,4.392637729644775,1.0
146,0.0,-1.9904091358184814,0.0
147,0.0,-1.8257052898406982,0.0
148,0.0,-1.309441089630127,0.0
149,1.0,-1.8992806673049927,2.0
150,1.0,0.33321431279182434,2.0
151,1.0,0.2642357349395752,1.0
152,1.0,4.328891754150391,1.0
153,0.0,-1.0890415906906128,0.0
154,1.0,2.4308888912200928,2.0
155,0.0,-2.8403968811035156,0.0
156,0.0,-0.6983303427696228,0.0
157,1.0,4.068676471710205,1.0
158,1.0,3.7211618423461914,2.0
159,0.0,-0.9915043711662292,0.0
160,1.0,1.3301079273223877,2.0
161,1.0,-0.77154940366745,2.0
162,0.0,0.14869654178619385,0.0
163,1.0,2.288621425628662,2.0
164,0.0,-0.3335641622543335,0.0
165,1.0,4.413980007171631,2.0
166,1.0,0.4235855042934418,2.0
167,1.0,4.107682228088379,1.0
168,0.0,-1.681441307067871,0.0
169,0.0,-0.480244904756546,0.0
170,1.0,0.09406694769859314,2.0
171,1.0,4.2624921798706055,2.0
172,1.0,4.391131401062012,1.0
173,1.0,3.7863364219665527,1.0
174,1.0,0.37386974692344666,2.0
175,0.0,1.1306812763214111,0.0
176,0.0,-0.03551025316119194,0.0
177,1.0,2.3259811401367188,1.0
178,1.0,3.9663779735565186,1.0
179,1.0,0.260946124792099,1.0
180,0.0,-0.6232837438583374,0.0
181,1.0,2.104104518890381,2.0
182,0.0,-1.4266002178192139,0.0
183,0.0,-0.1281767636537552,0.0
184,1.0,4.244899749755859,1.0
185,0.0,-2.127864122390747,0.0
186,0.0,-0.7720502018928528,0.0
187,0.0,2.0255320072174072,0.0
188,0.0,-0.1619253307580948,0.0
189,1.0,4.146789073944092,2.0
190,1.0,0.07215434312820435,2.0
191,0.0,-1.7652652263641357,0.0
192,1.0,-0.5863907337188721,2.0
193,1.0,-2.1176958084106445,2.0
194,0.0,-0.9318851232528687,0.0
195,0.0,-0.498783677816391,0.0
196,1.0,4.152527332305908,1.0
197,1.0,4.233239650726318,2.0
